CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Credit_Limit;Avg_Open_To_Buy;Total_Trans_Amt;Total_Trans_Ct
713579733;Existing Customer;36;M;2;College;Single;$60K - $80K;Blue;22;5;3;3;4511;3757;2597;71
804649833;Existing Customer;42;M;3;Post-Graduate;Married;$40K - $60K;Blue;29;3;3;4;2533;1407;3436;74
780971583;Existing Customer;46;M;1;Graduate;Divorced;$120K +;Blue;30;6;2;2;2016;1219;3772;62
804673308;Attrited Customer;49;M;5;Uneducated;Married;$40K - $60K;Blue;44;2;3;4;3893;3893;1866;37
788747358;Existing Customer;50;M;0;High School;Divorced;$40K - $60K;Blue;29;5;3;2;5530;3496;4836;68
713199558;Existing Customer;57;F;3;Doctorate;Single;Less than $40K;Blue;44;5;3;2;1737;924;3669;58
713777883;Existing Customer;46;F;0;Graduate;Divorced;Unknown;Blue;36;3;3;2;6853;5174;3543;52
771081558;Existing Customer;55;M;2;High School;Divorced;$120K +;Blue;42;3;2;2;34516;33326;2862;78
710229333;Existing Customer;38;M;2;College;Single;$40K - $60K;Blue;20;6;1;3;11068;9814;3812;64
720406233;Existing Customer;35;F;2;Graduate;Married;Less than $40K;Blue;36;5;2;4;5546;3717;1770;46
767784708;Attrited Customer;48;M;0;Doctorate;Married;$60K - $80K;Blue;41;2;3;4;7277;6773;2356;40
712052058;Existing Customer;57;M;3;Graduate;Single;$40K - $60K;Blue;48;3;3;0;9426;7852;4212;75
715278708;Existing Customer;55;M;2;Unknown;Single;$60K - $80K;Blue;36;5;3;1;1594;667;3851;65
827049558;Existing Customer;47;M;2;Graduate;Unknown;$80K - $120K;Blue;43;3;2;2;2158;988;4421;89
710248233;Existing Customer;37;M;3;College;Single;$40K - $60K;Blue;28;5;2;3;3490;2069;3392;80
712146558;Existing Customer;48;F;5;Uneducated;Married;Less than $40K;Blue;30;3;2;3;2364;745;3230;65
715179933;Existing Customer;49;F;2;High School;Married;Unknown;Blue;36;6;2;3;15704;15704;4253;91
709215708;Existing Customer;49;M;2;Post-Graduate;Unknown;$60K - $80K;Blue;36;4;2;5;18253;15736;3737;73
710668458;Existing Customer;48;F;4;Graduate;Married;Less than $40K;Blue;36;5;3;0;3696;3696;3405;76
718828083;Existing Customer;52;M;1;Graduate;Single;$40K - $60K;Blue;43;4;3;3;8748;6464;3533;73
720781158;Existing Customer;44;F;2;Uneducated;Divorced;$40K - $60K;Blue;27;4;2;3;5608;4365;3829;74
716938383;Existing Customer;41;M;4;Unknown;Married;$80K - $120K;Blue;28;3;2;3;34516;34516;3811;61
709976358;Existing Customer;51;F;1;Unknown;Single;Less than $40K;Blue;42;4;3;3;3236;3236;3952;80
715688958;Existing Customer;45;F;2;Post-Graduate;Single;Less than $40K;Blue;36;3;1;3;2736;693;4550;84
721493883;Existing Customer;49;F;4;Unknown;Single;Less than $40K;Blue;35;5;2;2;5195;5195;3313;69
709830783;Existing Customer;47;M;5;Unknown;Single;$120K +;Silver;36;5;2;2;34516;32830;4039;72
715354983;Existing Customer;44;M;3;Graduate;Married;$40K - $60K;Blue;35;6;3;1;6327;6327;3653;77
713532858;Existing Customer;42;M;2;Doctorate;Unknown;$80K - $120K;Blue;36;6;1;2;4728;3342;4077;70
721295658;Existing Customer;62;M;1;Unknown;Single;$80K - $120K;Blue;55;6;1;4;34516;31999;3975;63
720313083;Existing Customer;32;M;1;Unknown;Single;$120K +;Blue;18;5;3;2;6276;3987;2637;68
720724008;Existing Customer;43;M;2;Graduate;Single;$80K - $120K;Blue;36;4;1;4;13430;11074;3717;67
712828533;Existing Customer;62;M;1;Graduate;Single;$60K - $80K;Blue;36;3;1;2;2796;2796;4820;74
717007458;Existing Customer;46;M;2;Graduate;Married;$40K - $60K;Blue;38;4;3;3;2457;1406;3256;71
710728458;Existing Customer;62;F;1;Unknown;Single;Less than $40K;Blue;36;3;3;2;7075;5679;4409;75
717720108;Existing Customer;42;M;2;Graduate;Married;$80K - $120K;Blue;31;4;2;3;12386;11406;3274;69
720648483;Existing Customer;39;M;4;College;Single;$80K - $120K;Blue;31;4;3;2;32210;31095;1821;53
770146008;Existing Customer;59;M;1;Graduate;Single;$40K - $60K;Blue;53;4;3;2;2136;634;1908;37
714829683;Existing Customer;43;M;2;Doctorate;Single;$80K - $120K;Blue;36;3;3;3;10851;9750;3688;65
717015333;Existing Customer;52;M;1;Unknown;Divorced;$120K +;Blue;41;6;1;2;2717;764;3974;70
757837458;Existing Customer;59;F;2;High School;Single;Unknown;Blue;52;4;2;4;3578;2915;4065;79
719240358;Existing Customer;60;M;1;Unknown;Single;$60K - $80K;Blue;50;4;3;0;10698;8908;4095;67
719036883;Existing Customer;48;F;1;Uneducated;Divorced;Less than $40K;Blue;38;3;3;2;4668;4668;4163;77
714000108;Existing Customer;40;F;3;College;Divorced;Unknown;Blue;36;5;2;4;6772;6772;3658;66
720786033;Existing Customer;55;M;1;College;Single;$80K - $120K;Blue;42;5;2;4;10696;9490;2489;38
708917133;Existing Customer;48;M;3;High School;Single;$80K - $120K;Blue;35;3;3;4;11851;11851;4498;73
818929158;Existing Customer;36;M;2;Doctorate;Single;$40K - $60K;Blue;31;3;3;2;11558;11558;2220;53
709513458;Existing Customer;49;M;3;High School;Unknown;$60K - $80K;Blue;36;3;2;2;9551;7718;3213;52
717705858;Existing Customer;40;M;2;High School;Unknown;$80K - $120K;Blue;32;4;3;3;29923;29923;2528;52
716573058;Attrited Customer;54;F;3;Doctorate;Unknown;Less than $40K;Blue;36;3;3;4;14383;14383;1598;40
827695683;Existing Customer;40;M;3;Uneducated;Single;$120K +;Blue;36;4;2;5;34516;33187;3906;77
819189108;Existing Customer;63;M;0;College;Single;$80K - $120K;Blue;56;6;2;2;9033;9033;4456;85
716977758;Attrited Customer;44;F;3;Uneducated;Married;Less than $40K;Blue;36;2;3;1;3675;1158;1913;35
714901383;Existing Customer;44;M;2;High School;Married;$80K - $120K;Blue;38;6;3;3;9183;6992;4503;69
718500633;Existing Customer;45;F;4;Unknown;Married;Less than $40K;Blue;36;5;1;1;7924;6028;3270;58
713516433;Existing Customer;36;F;3;College;Single;Less than $40K;Blue;36;6;1;0;5383;4646;2934;80
715140933;Existing Customer;45;F;3;Graduate;Single;$40K - $60K;Silver;39;5;2;4;21425;19966;3704;60
712642533;Existing Customer;38;M;3;Unknown;Unknown;$80K - $120K;Blue;26;6;1;3;32866;30768;3788;76
721498008;Existing Customer;44;F;3;Uneducated;Single;Less than $40K;Blue;35;5;2;2;14383;14383;3966;57
717189183;Existing Customer;35;M;1;Doctorate;Single;$40K - $60K;Blue;24;6;3;2;10467;8506;2665;65
708902883;Existing Customer;55;M;2;Graduate;Single;$120K +;Blue;36;5;2;2;12856;12856;3364;61
817889583;Attrited Customer;61;F;0;Graduate;Single;$40K - $60K;Blue;56;3;3;4;9721;9721;2260;46
717242058;Attrited Customer;43;F;5;Graduate;Married;Less than $40K;Blue;39;2;3;4;3981;3981;2134;42
715628733;Existing Customer;40;F;4;Unknown;Single;Less than $40K;Blue;36;6;3;4;7587;7587;3157;59
716613933;Existing Customer;51;F;3;High School;Single;$40K - $60K;Blue;36;6;5;2;3417;1935;3651;60
712709508;Existing Customer;48;F;2;Unknown;Single;Unknown;Blue;40;3;3;4;8012;8012;2645;63
716306583;Attrited Customer;64;M;0;Graduate;Single;Less than $40K;Blue;36;3;3;5;3812;1295;2325;45
720026058;Existing Customer;49;M;3;Graduate;Married;$80K - $120K;Blue;36;6;1;3;21378;20094;3526;64
756397458;Existing Customer;54;F;1;Graduate;Single;Less than $40K;Silver;47;6;3;4;12873;12873;3170;70
712644483;Existing Customer;46;M;3;High School;Single;$60K - $80K;Blue;39;5;3;1;20229;19012;4270;62
814489683;Existing Customer;34;F;2;Unknown;Single;Less than $40K;Blue;29;3;1;0;5387;4592;2596;59
789111483;Existing Customer;46;M;3;Graduate;Unknown;$80K - $120K;Blue;34;5;3;4;16546;14696;4255;75
709573533;Existing Customer;48;M;3;Uneducated;Married;$40K - $60K;Blue;34;5;1;2;11191;11191;3914;71
807137808;Existing Customer;45;M;3;High School;Divorced;$60K - $80K;Blue;40;4;1;2;17576;17576;3494;67
711861258;Existing Customer;65;F;1;Uneducated;Single;Less than $40K;Blue;36;3;2;3;4182;4182;4046;57
716660583;Existing Customer;45;M;0;Graduate;Single;$40K - $60K;Blue;37;4;5;2;10271;8525;3696;72
717222033;Existing Customer;40;F;3;Unknown;Single;Less than $40K;Blue;28;3;1;4;1647;449;4272;76
716617608;Existing Customer;50;F;1;High School;Single;Less than $40K;Blue;36;6;3;3;1560;565;1936;58
716786808;Existing Customer;40;M;5;Post-Graduate;Single;$60K - $80K;Blue;30;3;2;2;1659;1659;3838;66
718882008;Existing Customer;38;M;1;High School;Single;$120K +;Blue;27;6;2;2;22487;21598;4960;73
770975133;Existing Customer;36;M;0;Graduate;Unknown;Less than $40K;Blue;23;5;2;4;5403;3549;4382;74
715234008;Existing Customer;54;F;1;High School;Single;$40K - $60K;Blue;36;6;3;3;4717;3127;4216;67
709326183;Existing Customer;50;M;2;High School;Single;$60K - $80K;Blue;40;6;2;2;5180;3969;3447;74
721233033;Attrited Customer;50;M;2;High School;Single;$80K - $120K;Blue;38;1;2;3;4915;4451;1474;36
712319958;Existing Customer;41;M;4;High School;Married;$80K - $120K;Blue;29;4;2;1;12154;9637;3853;71
712198983;Existing Customer;46;M;4;Graduate;Married;$60K - $80K;Blue;36;3;3;3;3258;3258;3169;67
772103208;Existing Customer;44;F;5;High School;Unknown;Unknown;Blue;33;4;3;2;13349;13349;3534;78
779502333;Attrited Customer;50;M;4;Graduate;Single;$120K +;Silver;32;5;3;2;34516;34516;1480;37
718737708;Existing Customer;45;M;4;Graduate;Single;$80K - $120K;Blue;33;3;5;3;31458;30256;4202;66
821351958;Existing Customer;40;F;4;College;Married;Less than $40K;Blue;36;6;1;2;14383;14383;3308;54
716142858;Existing Customer;46;F;4;Uneducated;Married;Less than $40K;Silver;36;3;1;4;10961;9570;3914;77
826079508;Existing Customer;48;M;2;Unknown;Unknown;$60K - $80K;Blue;44;4;3;3;8904;7018;3654;65
773236983;Existing Customer;47;M;4;High School;Married;$40K - $60K;Blue;40;4;2;3;2498;240;1839;29
826717533;Existing Customer;42;M;3;Graduate;Unknown;$80K - $120K;Blue;38;6;1;1;16105;15381;4631;76
789334458;Existing Customer;43;F;3;Graduate;Unknown;Unknown;Silver;33;3;1;3;34516;32658;4197;67
814092858;Existing Customer;49;F;3;Graduate;Unknown;Unknown;Blue;44;5;2;1;2222;1528;4372;65
708355683;Existing Customer;46;F;4;Graduate;Married;Unknown;Blue;38;3;2;3;16815;16815;2976;65
803124408;Attrited Customer;41;F;3;Unknown;Married;Unknown;Blue;35;2;3;5;11538;11538;1926;53
789964983;Attrited Customer;45;M;2;Graduate;Divorced;$40K - $60K;Blue;36;2;2;4;9569;9569;1724;35
720303933;Existing Customer;40;M;2;Graduate;Married;$80K - $120K;Blue;36;6;1;3;3340;2058;4526;82
708665133;Existing Customer;40;M;2;Graduate;Married;$80K - $120K;Blue;28;6;2;3;3654;2482;4003;67
828236133;Existing Customer;49;M;2;Graduate;Married;$40K - $60K;Blue;45;4;2;0;10541;9154;4269;92
712000758;Existing Customer;51;M;4;Uneducated;Single;$120K +;Silver;39;5;2;1;34516;32557;3997;54
715378383;Existing Customer;43;F;4;Graduate;Single;Unknown;Silver;36;4;3;4;34516;32623;3639;76
769985883;Existing Customer;45;M;2;Graduate;Single;$80K - $120K;Blue;39;6;3;3;1613;1613;3549;65
709297608;Attrited Customer;38;M;3;College;Single;$80K - $120K;Blue;26;3;3;2;14383;14383;1585;32
716971833;Existing Customer;40;F;2;Uneducated;Married;Unknown;Blue;29;5;3;3;13126;13126;4496;61
801373833;Existing Customer;49;M;4;College;Divorced;$40K - $60K;Blue;43;3;2;3;1922;1212;2920;46
716040783;Existing Customer;45;F;3;Graduate;Unknown;Less than $40K;Silver;36;3;2;2;14521;14521;4178;66
817977933;Attrited Customer;63;F;0;Graduate;Single;Less than $40K;Blue;56;5;6;3;1931;400;2288;48
827055333;Existing Customer;43;M;3;Graduate;Single;$40K - $60K;Blue;39;5;3;5;8513;7471;2015;37
772116408;Existing Customer;50;M;1;High School;Single;$40K - $60K;Blue;39;4;1;1;2421;1392;2377;56
734924658;Existing Customer;47;F;5;High School;Married;Less than $40K;Blue;36;5;3;1;1478;686;4123;67
711775383;Existing Customer;63;M;1;Graduate;Single;$60K - $80K;Blue;36;6;1;4;2466;2466;4059;66
715019058;Existing Customer;30;F;2;Post-Graduate;Divorced;Less than $40K;Blue;36;3;1;2;2501;656;2933;65
780715683;Existing Customer;41;M;3;Doctorate;Single;$60K - $80K;Blue;30;4;1;3;13602;13602;3582;69
827341383;Existing Customer;38;M;3;Graduate;Single;Less than $40K;Blue;34;5;3;2;3094;1777;3607;81
708757233;Existing Customer;44;F;2;High School;Married;Less than $40K;Blue;32;4;2;3;2485;996;3697;77
710504283;Existing Customer;50;M;1;Uneducated;Married;$80K - $120K;Blue;39;6;3;4;14817;13354;4014;70
713919183;Existing Customer;50;M;3;Unknown;Married;$80K - $120K;Blue;39;5;3;4;13824;12242;4630;74
713171358;Existing Customer;46;F;4;College;Single;Less than $40K;Blue;36;6;1;2;14383;14383;3880;74
773140683;Existing Customer;51;M;0;Unknown;Married;$60K - $80K;Blue;43;4;1;2;3797;2595;4191;65
716358033;Existing Customer;53;F;1;Graduate;Single;Less than $40K;Blue;43;6;3;4;6189;6189;5004;65
826410708;Existing Customer;40;M;4;Unknown;Married;$60K - $80K;Blue;36;3;2;3;22956;21549;5554;64
789717708;Existing Customer;49;F;1;Unknown;Married;$40K - $60K;Blue;37;5;2;4;3943;2808;4180;82
711679533;Existing Customer;54;M;2;Post-Graduate;Divorced;$120K +;Blue;43;3;2;2;5569;4601;2600;60
711342483;Existing Customer;50;M;1;College;Married;$80K - $120K;Blue;36;5;2;3;2418;698;3896;58
720242733;Existing Customer;45;M;4;Unknown;Single;Less than $40K;Blue;36;5;2;3;1963;414;3718;75
721213833;Existing Customer;46;F;2;High School;Unknown;Unknown;Blue;32;4;1;3;7966;6543;3780;75
756624183;Existing Customer;51;F;3;Graduate;Married;Less than $40K;Blue;44;6;1;3;7742;5718;3507;69
717622308;Existing Customer;63;F;0;High School;Single;Less than $40K;Blue;36;4;3;3;2074;386;4232;75
714629358;Attrited Customer;54;F;3;Graduate;Divorced;$40K - $60K;Blue;34;2;3;4;4948;4948;1796;41
744307008;Existing Customer;51;M;1;Uneducated;Married;$60K - $80K;Blue;44;4;2;3;4988;4988;3890;74
708871158;Existing Customer;60;M;1;Graduate;Single;$60K - $80K;Silver;42;4;3;4;28701;28701;3516;57
710979033;Existing Customer;30;M;0;Unknown;Single;$40K - $60K;Blue;20;3;1;3;6607;4090;3046;73
818903583;Existing Customer;44;M;5;Uneducated;Divorced;$60K - $80K;Blue;39;5;2;0;16034;14437;3628;59
712980333;Existing Customer;33;M;3;Graduate;Divorced;$60K - $80K;Blue;36;6;3;3;24149;22301;2584;66
717655458;Existing Customer;40;F;2;Uneducated;Unknown;$40K - $60K;Silver;28;5;3;4;16903;15396;3819;61
822112383;Existing Customer;52;M;3;College;Married;$60K - $80K;Blue;48;5;1;2;14383;14383;3769;73
711538758;Attrited Customer;39;M;5;Graduate;Single;$60K - $80K;Blue;36;1;3;3;24657;24024;1954;46
719987733;Attrited Customer;51;F;3;Unknown;Single;$40K - $60K;Blue;38;3;3;3;5026;5026;1844;37
719184783;Existing Customer;51;F;1;Graduate;Single;Unknown;Blue;41;3;2;2;9352;7923;3536;71
715857183;Existing Customer;46;M;2;College;Single;$60K - $80K;Blue;36;3;3;2;4939;3643;2150;43
719657583;Attrited Customer;44;M;3;Graduate;Married;$40K - $60K;Blue;40;2;2;6;9502;7045;2310;57
789713208;Attrited Customer;62;F;0;Doctorate;Single;Less than $40K;Blue;50;6;3;5;2936;2610;2692;29
802031583;Existing Customer;53;M;2;Uneducated;Single;$80K - $120K;Blue;47;6;1;1;22855;22855;3711;83
711529383;Existing Customer;47;F;3;Graduate;Married;$40K - $60K;Blue;41;4;1;4;6602;5378;3163;73
715371108;Attrited Customer;45;M;3;Graduate;Married;$80K - $120K;Blue;40;3;3;2;3728;3728;1632;42
712988958;Existing Customer;42;M;4;Graduate;Single;$60K - $80K;Blue;33;5;2;0;2021;290;3253;62
713005908;Existing Customer;47;F;2;Graduate;Married;$40K - $60K;Blue;36;5;2;3;2255;522;4772;83
712236483;Existing Customer;41;F;2;Graduate;Single;Less than $40K;Gold;36;5;3;4;15704;13713;4487;71
711852783;Existing Customer;46;M;2;Unknown;Married;$60K - $80K;Blue;36;3;2;2;5746;4174;3446;56
780056733;Existing Customer;36;M;3;Unknown;Single;$40K - $60K;Blue;22;3;6;3;8436;5919;2627;63
796903083;Attrited Customer;47;F;1;Doctorate;Married;$40K - $60K;Blue;36;2;3;2;14383;14383;2584;42
716014983;Existing Customer;56;F;3;High School;Single;Less than $40K;Blue;48;6;5;3;8340;6438;3755;77
712521783;Existing Customer;54;M;3;Graduate;Unknown;$80K - $120K;Blue;47;6;2;4;15108;13820;3713;65
780045708;Existing Customer;42;F;3;Graduate;Single;$40K - $60K;Silver;26;6;2;2;15104;13900;4259;79
719488008;Existing Customer;39;F;1;Graduate;Married;Less than $40K;Blue;36;3;3;1;2490;1209;1902;34
771575058;Existing Customer;45;M;1;Graduate;Married;Less than $40K;Blue;33;4;3;4;2009;214;3172;55
772137183;Attrited Customer;52;M;2;Graduate;Single;$120K +;Blue;41;1;3;1;31668;30858;1822;36
779709033;Existing Customer;46;M;4;Unknown;Married;$60K - $80K;Blue;29;6;3;2;5735;3325;3908;75
709716258;Existing Customer;48;M;3;High School;Unknown;$80K - $120K;Blue;36;3;1;3;7633;5926;1807;58
737986083;Existing Customer;46;M;3;High School;Single;$60K - $80K;Blue;39;4;1;4;23642;21593;3139;54
713343333;Existing Customer;42;M;3;Unknown;Married;$40K - $60K;Blue;29;4;3;4;6698;5371;4065;77
779331558;Existing Customer;45;F;2;Unknown;Single;Less than $40K;Blue;27;6;3;3;14383;14383;2598;59
714973758;Existing Customer;50;F;3;Graduate;Single;Less than $40K;Blue;36;4;3;2;14383;4363;2004;25
718009158;Existing Customer;50;F;3;Uneducated;Single;Less than $40K;Blue;41;4;2;2;2563;703;3774;83
789597408;Existing Customer;39;F;1;Post-Graduate;Single;$40K - $60K;Silver;32;5;2;3;17814;17814;4712;76
712165308;Existing Customer;45;F;2;Doctorate;Single;Unknown;Blue;36;4;2;4;7738;6791;4255;61
821768658;Attrited Customer;52;M;0;Unknown;Single;$120K +;Blue;48;4;5;5;13114;10867;2474;51
719341683;Existing Customer;42;M;2;Unknown;Married;$120K +;Blue;31;3;2;4;34516;33449;4281;72
708637758;Existing Customer;49;F;3;Graduate;Single;Unknown;Blue;37;4;3;4;17345;16800;3523;64
779974758;Existing Customer;51;M;2;College;Single;$120K +;Blue;40;6;3;3;8706;7838;3203;54
821815458;Existing Customer;48;M;3;High School;Single;$60K - $80K;Blue;44;5;1;1;19272;17753;3398;67
711708408;Existing Customer;52;F;3;High School;Married;Unknown;Blue;43;4;3;2;4798;4798;3967;72
812449758;Attrited Customer;43;M;3;High School;Single;$60K - $80K;Blue;38;2;3;2;12254;12254;2129;42
715682208;Existing Customer;49;M;3;Doctorate;Married;$80K - $120K;Blue;36;4;1;4;9549;9549;4629;76
719914908;Existing Customer;37;M;2;Uneducated;Divorced;Less than $40K;Silver;36;3;3;2;11568;9722;1701;44
714744783;Existing Customer;48;F;3;Unknown;Married;Less than $40K;Blue;36;3;1;4;6197;4978;3825;67
710809833;Existing Customer;40;M;3;Graduate;Married;$80K - $120K;Silver;27;3;1;2;34516;34516;3193;53
720942333;Existing Customer;49;M;2;Unknown;Married;$40K - $60K;Blue;36;4;3;4;5137;5137;2043;52
709423158;Existing Customer;46;M;4;Graduate;Single;$80K - $120K;Blue;26;4;3;0;1791;454;3592;46
718307433;Existing Customer;50;F;0;Graduate;Single;Less than $40K;Blue;36;5;1;4;7238;5127;2025;36
772607433;Existing Customer;50;M;3;High School;Married;$80K - $120K;Blue;40;6;2;4;4514;2498;4107;59
801709308;Existing Customer;44;F;4;Uneducated;Married;Unknown;Blue;38;6;1;2;5366;4398;4558;56
778502958;Existing Customer;47;M;3;Unknown;Divorced;$60K - $80K;Silver;35;4;2;5;29812;27781;2385;50
806656083;Existing Customer;48;F;2;Graduate;Married;$40K - $60K;Blue;43;3;2;4;9559;8045;4064;70
823635033;Existing Customer;49;F;2;High School;Married;Less than $40K;Blue;45;6;2;5;8353;6818;4200;83
718739508;Existing Customer;51;F;5;Unknown;Married;Less than $40K;Blue;39;6;2;4;5455;4238;3863;67
709272333;Existing Customer;59;F;1;Uneducated;Unknown;Less than $40K;Blue;45;6;3;3;9899;7876;4579;73
721538883;Existing Customer;45;M;4;Graduate;Single;$40K - $60K;Silver;37;4;3;4;15578;15578;4449;81
718835583;Existing Customer;50;F;1;Graduate;Married;Unknown;Blue;41;6;2;2;15641;13262;3769;76
827970933;Existing Customer;46;F;4;Graduate;Married;Less than $40K;Blue;42;4;2;0;3504;1806;4439;70
719888358;Existing Customer;47;M;1;Unknown;Divorced;$80K - $120K;Blue;38;5;3;5;18432;17010;2748;58
717030633;Existing Customer;46;M;4;College;Single;$60K - $80K;Blue;34;5;3;4;2369;964;3034;51
815085708;Attrited Customer;60;F;0;High School;Single;$40K - $60K;Blue;55;1;5;5;10882;8365;1861;46
716332533;Existing Customer;38;F;3;Unknown;Unknown;$40K - $60K;Blue;36;6;1;3;3509;1690;4712;84
822964683;Existing Customer;51;F;1;Graduate;Single;Less than $40K;Blue;47;6;3;4;2469;978;4351;62
719335233;Existing Customer;47;F;3;Uneducated;Married;Less than $40K;Silver;27;5;3;4;14335;13397;3610;75
779683683;Existing Customer;47;M;3;High School;Single;$40K - $60K;Blue;31;6;3;2;4005;2020;2344;34
712653183;Existing Customer;49;F;4;Unknown;Single;Less than $40K;Blue;36;4;1;4;1976;282;3675;81
715485483;Attrited Customer;39;F;5;Graduate;Married;Less than $40K;Blue;36;3;3;3;3664;3664;1479;44
788912658;Existing Customer;44;F;2;Unknown;Married;Less than $40K;Blue;30;3;1;4;3734;3734;3144;62
711396483;Existing Customer;40;M;2;Graduate;Single;$40K - $60K;Blue;36;3;2;3;6033;6033;4505;74
789220008;Existing Customer;56;M;3;High School;Married;$80K - $120K;Blue;45;5;2;2;4531;4531;1425;27
716436483;Existing Customer;45;F;3;Uneducated;Unknown;Less than $40K;Blue;36;4;4;3;6245;6245;2521;50
717661908;Existing Customer;37;M;5;Doctorate;Single;$80K - $120K;Silver;36;4;1;1;34516;34516;2681;55
778459833;Existing Customer;42;M;5;Graduate;Married;$60K - $80K;Blue;27;3;2;3;11880;9855;1789;42
769448658;Existing Customer;43;F;2;Unknown;Married;Less than $40K;Blue;37;5;2;3;4188;4188;3492;69
820346133;Existing Customer;59;F;2;Uneducated;Single;Less than $40K;Blue;54;5;1;2;9344;8010;4154;60
720119808;Existing Customer;42;M;3;High School;Married;$80K - $120K;Blue;36;3;2;2;24126;23178;3342;52
721523658;Existing Customer;46;M;5;High School;Unknown;$120K +;Blue;26;4;3;3;34516;33744;3699;77
711176133;Existing Customer;28;M;0;High School;Single;Less than $40K;Blue;36;6;3;4;2295;1280;3366;82
794560833;Attrited Customer;47;F;3;Graduate;Married;$40K - $60K;Blue;31;6;3;6;5496;5496;1913;34
718197108;Attrited Customer;54;M;2;Graduate;Single;$80K - $120K;Blue;36;5;3;3;12342;12342;1430;37
713750583;Existing Customer;55;F;1;College;Unknown;Less than $40K;Blue;36;4;2;4;1928;803;2190;30
769576608;Existing Customer;62;M;1;Uneducated;Single;$60K - $80K;Blue;49;4;1;2;12814;11804;3566;76
708626058;Existing Customer;49;F;2;Uneducated;Married;Less than $40K;Blue;34;6;2;4;5242;3777;4098;68
710333883;Attrited Customer;48;M;3;Graduate;Married;$60K - $80K;Blue;37;5;2;2;8808;8418;1905;42
715401633;Existing Customer;43;F;3;Graduate;Single;Less than $40K;Blue;35;3;1;2;4469;2467;2111;38
755220783;Existing Customer;51;M;1;Doctorate;Married;$80K - $120K;Blue;44;5;2;4;8031;6864;3576;77
789603183;Existing Customer;48;M;4;High School;Unknown;$60K - $80K;Blue;41;4;1;3;9728;9728;3756;57
767564358;Existing Customer;47;F;5;Doctorate;Married;$40K - $60K;Blue;40;6;1;1;4748;3740;3197;70
789744033;Existing Customer;50;M;2;Graduate;Single;$80K - $120K;Blue;38;4;1;1;19999;18992;3183;69
709887483;Existing Customer;56;M;2;Uneducated;Divorced;$40K - $60K;Blue;45;3;1;3;6331;4911;3527;69
779765058;Existing Customer;43;M;2;Unknown;Single;$40K - $60K;Blue;31;6;1;1;9662;8845;3817;70
789177333;Attrited Customer;47;F;2;Graduate;Married;Less than $40K;Blue;36;6;3;2;1693;605;2104;40
717262833;Existing Customer;49;F;3;Unknown;Married;Less than $40K;Blue;36;5;2;4;2964;921;4345;69
714878508;Existing Customer;48;F;2;High School;Single;Less than $40K;Blue;36;3;3;3;5483;4948;2051;49
711079308;Attrited Customer;40;M;3;Graduate;Married;$60K - $80K;Blue;27;4;2;3;15186;15186;1884;33
794510358;Existing Customer;41;M;3;Graduate;Married;$80K - $120K;Blue;26;6;3;3;33408;33408;3754;77
715033533;Existing Customer;43;F;2;High School;Married;Less than $40K;Blue;37;4;2;2;3125;608;4422;71
779400183;Existing Customer;42;M;3;Graduate;Single;$60K - $80K;Blue;31;3;3;4;2934;417;2484;55
716636808;Existing Customer;39;M;3;Graduate;Single;$120K +;Blue;36;4;2;2;34516;34516;3572;55
708733983;Attrited Customer;50;F;1;Doctorate;Single;$40K - $60K;Blue;36;6;3;2;5349;2958;2122;46
710521383;Existing Customer;50;M;3;Uneducated;Single;$80K - $120K;Blue;38;6;2;0;9810;7972;2247;41
720075558;Existing Customer;50;M;4;College;Married;$120K +;Blue;36;6;1;4;7084;7084;3838;66
716468658;Existing Customer;51;F;2;Unknown;Single;Less than $40K;Blue;36;3;1;3;3537;3537;4101;80
717569283;Existing Customer;47;M;5;Doctorate;Single;Less than $40K;Blue;36;3;1;2;8896;7558;4252;70
787491483;Existing Customer;41;M;3;Unknown;Divorced;$80K - $120K;Blue;29;5;2;3;30733;29580;3455;80
779995833;Existing Customer;49;M;0;Unknown;Married;$60K - $80K;Blue;39;6;2;4;10177;8429;3557;64
714215058;Existing Customer;42;F;3;High School;Married;Less than $40K;Blue;33;5;2;4;6848;6848;4006;82
789407958;Existing Customer;42;M;1;Graduate;Married;$60K - $80K;Blue;33;6;2;3;17165;16012;4063;62
715118058;Existing Customer;45;M;3;Graduate;Married;$80K - $120K;Blue;36;3;3;1;20274;18174;5274;66
713672208;Existing Customer;50;M;1;Doctorate;Divorced;$60K - $80K;Blue;33;3;5;2;19939;19939;3342;76
720865383;Existing Customer;53;M;3;Graduate;Single;$120K +;Blue;45;4;3;1;3378;1526;4437;50
713701533;Existing Customer;51;M;2;Unknown;Married;$80K - $120K;Blue;39;4;3;2;9773;7775;3578;71
778895883;Existing Customer;50;F;1;Unknown;Married;Unknown;Blue;31;5;3;1;3668;3668;4430;76
719655258;Existing Customer;64;M;0;Graduate;Single;Less than $40K;Blue;36;3;2;4;3196;3196;3412;72
711205758;Attrited Customer;45;M;3;College;Single;$80K - $120K;Silver;33;1;3;3;34516;34516;2534;43
806264958;Existing Customer;52;F;2;High School;Single;Less than $40K;Blue;47;5;2;3;7030;6036;3211;69
