X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23
220000;2;3;1;25;0;0;0;0;0;0;93674;123673;92036;93935;94607;93903;3500;4846;3000;3000;3000;10000
20000;2;3;3;48;0;0;0;0;0;0;19590;19120;18932;18749;18620;18668;1308;1593;800;700;741;531
140000;2;2;2;27;2;0;0;0;0;0;136308;137077;138919;138035;138857;138894;5150;7750;5000;5379;5200;4850
210000;2;2;2;28;0;0;0;0;0;0;145643;133339;137000;55855;58370;59537;4741;5778;1955;3370;1913;1998
20000;1;3;3;48;1;-2;-1;0;0;0;-739;-5978;16089;14457;20106;10258;0;42400;289;201;410;0
50000;2;2;2;24;0;0;0;0;0;2;45537;46601;47276;48224;48760;48382;2100;1760;1707;2602;1000;1640
30000;1;3;2;49;0;-1;-1;0;-1;-1;15966;240;17433;16865;29220;11400;262;20416;852;29220;728;0
20000;1;3;1;39;0;0;0;0;0;0;16946;14960;12772;12630;12524;11179;1529;1161;409;444;405;163
230000;2;2;1;43;-1;-1;-1;-1;-1;-1;3451;5560;1180;8563;5180;2524;5587;1186;8605;5201;2532;4759
240000;2;1;1;36;-1;-1;-1;0;-1;-1;7058;4786;6853;5673;7588;2737;4789;6853;113;7588;2737;0
360000;2;1;1;33;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
360000;2;1;1;41;0;0;0;0;0;0;100608;95511;96288;100251;99983;122578;4000;6000;5000;4000;80000;5000
370000;2;2;2;28;0;0;0;0;0;0;87248;82477;71825;69872;63656;46555;2896;2097;2000;1818;1044;28034
50000;2;1;2;24;0;0;0;0;0;0;50537;44686;38493;33769;34211;34944;2554;1900;1355;1300;1300;1500
220000;1;2;1;40;-1;-1;-1;-1;-1;-1;2300;1000;11289;4887;3083;9401;1000;11289;4887;3083;10020;6473
130000;1;1;2;28;2;2;2;-2;-2;-2;114144;102650;0;0;0;0;0;0;0;0;0;0
80000;2;2;2;26;0;0;0;0;0;0;46738;48237;49642;52052;40505;41471;3001;3000;3000;3000;1637;2928
70000;2;2;2;25;0;0;0;0;0;0;19508;19633;19685;18887;19073;20208;2000;2000;1000;2000;3003;3007
100000;2;1;2;32;1;2;0;0;-1;0;7130;6873;8101;8235;34087;34749;0;1500;565;36252;1500;2500
200000;1;1;2;27;-2;-2;-2;-2;-2;-2;2436;3458;758;-2;750;26903;5963;760;0;752;26983;599
150000;2;3;2;23;0;0;0;0;0;0;6319;8190;6686;7686;4526;65839;2000;1000;1000;0;63300;11632
150000;2;2;2;34;-1;-1;-1;-1;-1;-1;1467;698;4102;713;810;5438;701;4137;719;817;5467;9587
130000;1;2;1;39;0;-1;-1;-1;-1;-1;10896;390;390;390;390;390;390;390;390;390;390;390
120000;2;2;2;38;0;0;0;0;0;0;33814;35033;36175;15833;16170;16897;1766;1908;566;591;1000;626
50000;1;2;2;26;0;0;0;0;2;0;37862;17545;18537;19941;19500;18921;1304;1296;1700;2;800;1000
20000;2;2;1;40;0;0;0;0;0;0;14492;15304;16035;16517;16781;17142;1349;1080;562;500;456;218
270000;2;1;2;45;0;0;0;0;0;0;96131;98635;39177;110453;111230;113670;4204;2819;93694;3948;4199;3309
60000;1;3;2;25;0;0;0;0;0;0;57530;59869;59942;28934;27461;28504;3869;2742;1200;1461;1504;1683
30000;2;3;2;53;0;0;0;0;2;0;21101;21831;23457;24972;24432;25126;1374;2000;1908;0;1100;1000
170000;2;1;2;29;-2;-2;-2;-1;0;0;0;0;0;10232;9677;0;0;0;10232;194;0;0
20000;2;1;2;26;0;0;0;0;0;0;18362;19669;16479;16694;17334;17063;1640;1506;721;1000;1000;600
400000;1;1;2;32;0;0;0;0;0;2;21930;20489;20734;16476;17857;14656;5028;5030;2012;4014;37;2013
50000;1;1;1;54;0;0;0;0;0;0;48768;49419;17303;17647;18016;18375;2173;1287;631;653;658;832
140000;2;2;1;26;0;0;0;0;0;0;41547;40925;36775;35877;34812;33899;2000;1800;1300;1400;1400;1000
260000;2;1;2;30;0;0;0;0;0;0;162241;137320;126479;110217;102703;84519;5045;8016;5000;4000;4014;3000
380000;2;1;2;31;0;0;0;0;0;0;331697;332339;322995;314161;327945;289814;15000;15000;20019;20000;9934;9330
50000;2;2;1;24;-2;-2;-2;-2;-2;-2;900;0;0;0;0;0;0;0;0;0;0;0
360000;1;1;1;48;0;0;0;0;0;0;167922;159433;126114;18258;6989;7691;6206;10030;1061;1011;3016;189853
90000;2;2;2;53;0;0;0;-2;-2;-1;30045;30000;0;0;0;439;1000;0;0;0;439;20959
50000;2;3;1;35;2;2;2;2;0;0;49873;50796;49727;21826;10208;10100;2200;568;0;516;400;300
30000;2;2;2;28;-1;-1;-2;-1;-1;-1;5688;-378;-378;920;5448;0;0;0;1298;5448;0;10000
20000;1;1;2;24;0;0;0;0;0;0;13359;14438;15461;16200;16936;17273;1300;1270;1000;1000;619;800
250000;2;1;2;30;0;0;0;0;-1;-1;21550;23932;37329;26339;4836;9655;3500;15054;7885;4836;9655;5000
80000;1;2;2;30;0;0;0;-2;-2;-2;79813;82150;0;0;0;0;3750;0;0;0;0;0
180000;2;1;1;47;0;0;0;0;0;0;174648;104179;84940;65613;67256;71934;5000;13000;3000;2700;6000;5000
70000;2;2;1;32;3;3;4;4;5;6;31507;33699;35839;37954;39787;41601;3000;3000;3000;3000;3000;0
20000;1;3;1;41;0;0;0;2;0;0;13225;13655;14461;13221;12591;12631;1700;2100;0;458;1000;1000
190000;1;1;2;36;1;2;2;2;2;2;153364;149482;160000;155932;166414;169625;0;13000;0;13000;6100;0
240000;1;1;2;29;0;0;0;0;0;-1;61888;12310;12073;9643;-8074;108493;5022;4014;113;6423;120000;15000
150000;1;1;1;40;0;0;0;0;-1;0;123548;94995;52874;64269;73351;68257;4221;3094;30454;100049;5098;30242
180000;1;1;2;38;0;0;0;0;0;0;141510;144439;146529;151106;153900;0;6700;6000;7000;6900;0;0
180000;2;1;2;33;0;0;0;0;0;0;94001;99558;106353;113047;115572;117660;8000;10000;10000;4500;4500;5300
140000;1;2;1;46;0;0;0;0;0;-1;133899;137171;139414;97268;99960;86728;5425;4979;3715;4498;86728;2412
30000;1;3;2;25;0;0;0;0;0;2;22821;23846;24864;25360;26999;26414;1397;1415;911;2051;0;1500
20000;1;2;1;39;2;2;2;2;2;2;20591;20284;20645;20750;20300;20482;1500;1000;718;3;1800;0
180000;2;2;1;28;-2;-2;-2;-2;-2;-2;454;14213;10621;3913;1707;15087;14213;10628;7826;1707;15087;5379
60000;1;3;1;57;0;0;0;0;0;0;20865;16590;10816;6956;2489;0;1262;1003;0;1050;0;0
500000;2;1;1;38;-2;-2;-2;-2;-2;-2;913;9724;9350;6972;11879;15574;9782;9350;6972;11879;15574;12921
10000;1;2;2;23;0;0;0;0;0;0;5324;6509;7313;6469;6988;7489;1279;1083;500;1000;1000;142
280000;2;1;1;34;0;0;0;0;0;0;232834;218803;202031;111603;94050;76232;9001;6369;3864;3501;3001;1701
240000;2;1;1;47;1;-2;-2;-1;0;0;-40;-40;-40;1160;1160;0;0;0;1200;0;0;0
10000;1;2;2;23;-1;-1;0;-1;-1;-1;1504;6007;6470;390;0;780;6007;1000;390;0;780;0
240000;1;3;1;43;0;0;0;0;0;0;191453;193548;190288;186770;180458;178722;8500;8300;7000;7000;7000;6500
80000;1;1;2;27;1;-2;-2;-1;0;0;0;0;0;8956;8956;0;0;0;8956;0;0;0
10000;1;2;2;23;2;0;0;0;0;0;8638;8958;9414;9344;9545;9586;1294;1150;480;500;348;402
150000;1;3;1;35;2;2;2;0;0;0;135215;137863;130622;126063;118836;116865;6000;30;5050;5025;5000;3000
40000;2;2;1;27;1;2;0;0;0;0;11310;10842;12896;14675;17265;17974;0;2554;2000;3000;1000;3000
150000;1;3;1;58;-2;-2;-2;-2;-1;2;0;0;0;0;7043;1504;0;0;0;7043;0;3063
10000;1;2;2;34;0;0;0;0;0;0;8097;9109;10125;10327;10552;18836;1151;2167;369;391;436;200
20000;2;2;2;53;4;4;3;3;2;2;18396;17826;18547;19118;18679;19812;0;1300;1170;0;1600;0
80000;2;1;2;24;-1;-1;-1;-1;0;-1;3940;4115;84;8708;8728;2793;4117;84;8708;20;2795;0
320000;2;1;2;34;-2;-2;-2;-2;-2;-2;-532;-532;-528;-1336;-1336;-1336;0;4;0;0;0;0
50000;2;2;2;25;0;0;0;0;0;0;30857;28481;27634;26691;26329;25923;1800;1400;915;1500;1500;2000
50000;2;3;1;30;-2;-2;-2;-2;-2;-2;0;614;0;0;0;0;614;0;0;0;0;0
250000;2;2;2;32;0;0;0;0;0;0;72618;72972;43497;13877;14395;14063;3800;3000;4500;3000;5000;6000
360000;1;1;2;30;-1;-1;-1;0;-1;-1;28245;8017;19703;7474;2741;9526;8057;19764;37;2752;9573;25462
80000;1;1;1;38;0;0;0;2;0;0;39410;41460;46307;45324;41887;38600;3000;6000;0;2033;5000;1500
180000;2;2;2;30;0;0;0;-1;-1;-1;101281;102650;0;975;4645;1000;4650;0;975;4645;1000;0
30000;1;1;2;47;2;0;0;0;2;2;25690;26719;27774;28809;30399;29760;1445;1500;1500;2200;0;1200
230000;1;2;2;27;-1;-1;-1;-1;-1;-1;396;396;396;396;396;546;396;396;396;396;546;396
400000;1;1;2;46;0;-1;0;0;-1;-1;10965;9280;13582;7272;414;10799;9283;7276;7;417;10802;21202
20000;1;2;2;38;0;0;0;0;0;0;17760;19646;17922;18895;19325;19859;6500;2000;2000;1500;1000;1000
80000;2;2;2;38;0;0;0;0;0;0;70590;62162;51770;49506;45722;46660;2200;2000;2015;1700;1700;2000
20000;1;2;1;41;-1;-1;-1;-1;-1;-1;9598;0;2889;0;1448;0;0;2889;0;1448;0;0
50000;1;1;2;23;0;0;0;0;0;0;48954;35213;33404;18727;13793;19354;2000;4005;1000;1000;6000;1000
450000;1;1;1;46;-1;-1;-1;-1;-1;-1;1135;1135;1135;1135;1135;1135;1135;1135;1135;1135;1135;1135
310000;2;1;2;32;-1;-1;-1;-1;-2;-2;13560;-65;6500;0;0;0;0;6565;0;0;0;0
250000;2;1;2;30;0;0;0;0;0;0;156155;153647;153535;153122;149564;152470;5560;6809;5443;5376;5665;6000
50000;1;1;2;25;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
240000;2;3;2;31;-1;-1;-2;-2;-2;-2;298;0;0;0;0;0;0;0;0;0;0;0
100000;2;2;1;39;-2;-2;-2;-2;-2;-2;0;0;0;7700;0;0;0;0;7700;0;0;0
80000;2;2;1;26;2;2;2;2;2;2;27458;28522;27770;29396;29974;30529;1800;0;2400;1200;1200;1200
50000;1;3;1;24;0;0;0;0;0;0;48497;49564;19207;18963;19741;19901;2089;1580;1000;1000;1500;1500
210000;2;2;2;29;0;0;-1;-1;0;0;14073;13034;2569;36116;36287;5695;2059;2576;36120;1093;2968;1430
500000;1;1;1;51;0;0;0;0;0;0;225233;235045;244517;243132;243869;251540;15000;15006;10000;10000;12000;15000
390000;2;3;1;53;-1;-1;-1;-1;-1;0;2820;513;55120;2011;380;380;513;55120;2011;380;0;0
80000;2;1;2;25;1;2;0;0;2;2;5999;5758;7039;7595;7053;7082;0;1416;943;100;443;0
20000;2;3;3;39;0;0;0;0;0;0;18988;15975;16579;15102;16795;34457;1400;4500;2500;3240;3000;4000
50000;1;2;1;33;2;0;-1;-1;-1;0;42923;42803;1473;390;1573;390;2330;1473;390;1573;0;780
430000;2;2;1;32;-2;-2;-1;2;0;0;-15308;-33350;95740;77875;62675;48764;8;145740;7;2500;2021;2000
80000;2;1;1;32;-2;-2;-2;-2;-2;-2;871;3179;3344;3552;0;0;3381;3384;3958;0;0;0
170000;1;2;1;38;0;0;0;0;0;-1;157174;139101;192575;157028;135838;125483;9900;83200;0;3006;132854;5003
180000;2;1;2;31;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
360000;2;1;2;42;-2;-1;-1;-1;-1;-2;45603;29788;2950;6366;11480;222;29882;2950;6366;11480;222;4285
230000;2;5;2;52;0;0;0;0;0;0;155131;156687;153635;74503;46254;141916;6641;6015;2663;5015;100095;5027
50000;1;3;1;43;0;0;0;0;0;0;5653;16890;17606;17955;18418;18601;11340;1300;641;751;573;476
70000;1;3;0;26;1;2;2;0;0;0;39073;40154;39214;39861;41063;42918;2000;0;1600;2000;2700;1500
170000;2;2;1;30;-1;-1;0;0;0;2;2457;4599;25158;61524;62779;59390;4599;23000;40000;4418;0;2800
400000;2;1;1;32;1;-1;-1;-1;-1;-1;0;3328;3328;3828;4893;4687;6656;3328;3828;4893;4687;3008
450000;1;1;1;33;-1;-1;-1;-1;-1;-1;390;390;390;390;389;990;390;390;390;389;992;780
250000;2;1;2;40;-1;-1;-1;-1;-1;-1;3264;2395;2986;24971;500;2162;2395;2991;25185;500;2162;0
260000;1;1;2;36;0;0;0;0;0;0;97626;99675;59934;61680;65403;66745;5195;2961;3000;5000;2700;2800
110000;1;2;1;34;0;0;0;0;0;0;102638;101681;100316;100512;102215;103909;4600;4000;4000;3800;4000;4000
200000;2;2;1;34;0;0;0;0;0;0;68262;53329;44222;36869;31640;25334;2791;2668;1820;2000;882;600
240000;2;1;1;36;-1;-1;-1;-1;-1;-1;12181;6746;12104;2788;4084;3288;6746;12104;2788;4084;3288;4788
300000;2;1;2;48;2;0;0;0;0;0;304040;305627;305697;269017;275230;260419;11500;12000;10000;10500;10000;10000
20000;1;3;1;69;0;0;0;0;0;0;18516;19193;18578;17989;19533;20039;1700;2000;2000;2000;831;400
60000;2;3;1;51;1;-1;-1;-1;-1;-2;0;724;0;785;0;0;724;0;785;0;0;0
290000;2;1;1;45;-2;-2;-2;-2;-2;-2;1092;1335;1222;1513;2661;2436;1335;1222;1513;2661;2436;37015
110000;2;2;2;24;0;0;0;0;0;0;49782;50858;51780;53647;53308;54366;1878;1800;2647;1892;1901;1728
120000;2;1;1;51;0;0;0;0;0;2;120290;116082;118405;99081;106300;104433;6000;6000;4000;9000;0;5000
20000;1;3;2;56;0;0;0;0;0;0;15552;16596;17609;17329;17850;18046;1300;1300;700;800;602;600
200000;2;3;1;57;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
290000;2;2;1;48;-2;-2;-2;-2;-2;-2;10608;34470;11888;27114;3501;12511;34470;11890;27114;3501;12511;5797
480000;1;2;1;39;0;0;0;0;0;0;428927;436425;300134;315067;321825;328781;15000;30000;20000;12000;12500;12200
200000;1;3;1;29;-1;-1;-1;-1;-1;-1;15456;46620;22935;8335;971;4278;46722;22985;8346;971;4296;21767
160000;1;1;1;49;-1;-1;2;-1;-1;-1;316;632;316;316;316;316;632;0;316;316;316;316
110000;2;2;2;23;0;0;0;0;0;0;34486;43872;45140;46885;48129;49327;10000;2000;2500;2000;2000;2000
110000;2;4;1;37;0;0;0;0;0;0;70204;69876;69584;59666;60916;61423;2745;2800;2200;2200;2207;3003
160000;1;1;2;30;-1;-1;-1;-1;-1;-1;4180;7781;1256;14160;6180;2000;7781;1276;14160;6180;2000;290
440000;2;5;2;29;0;0;0;0;0;0;217407;219860;265058;142132;92400;0;8005;50000;7000;9000;0;1058
30000;1;2;2;28;2;0;0;2;2;2;26177;27249;29473;28719;29513;28890;1800;3000;0;2400;0;1600
260000;1;2;1;34;0;0;0;0;0;0;176688;179281;180957;165911;169863;71403;6929;5088;4138;4789;2450;1507
100000;1;2;1;35;-1;-1;-1;-1;-1;-1;1131;291;291;291;291;502;291;291;291;291;502;80
260000;1;2;1;31;0;0;0;0;-2;-2;12695;9277;7065;0;0;0;4005;4150;0;0;0;0
80000;1;2;1;34;1;2;2;0;0;0;64575;65961;64308;65047;66504;74360;3000;0;2400;2500;9000;0
220000;1;1;1;42;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
160000;1;2;1;37;2;-1;-1;-1;-1;-1;833;833;833;833;833;833;833;833;833;833;833;833
30000;1;2;1;39;1;2;0;0;0;0;30559;26457;27469;28013;28614;29636;129;1456;1000;1050;1500;1505
210000;2;1;2;30;-1;-1;-1;-1;0;0;7056;2881;1166;13740;6813;2144;3033;1172;13940;0;0;0
60000;2;1;2;23;0;0;0;0;0;0;17191;17864;18408;18393;18238;18345;1700;1600;1000;1000;1000;2000
50000;1;2;2;38;0;0;0;-2;-2;-2;26533;16426;0;0;0;0;1000;0;0;0;0;0
340000;2;2;2;27;-1;-1;-1;-1;-1;-1;24583;1954;11271;6559;1924;10057;1964;11337;6591;1933;10072;33
180000;1;2;2;40;-1;-1;-1;-2;-2;-2;4289;1000;0;0;0;0;1000;0;0;0;0;10443
20000;1;3;2;38;0;0;0;0;0;0;18878;19286;18977;18335;18718;18475;1318;1289;647;669;664;682
30000;2;2;2;28;0;0;0;0;0;3;15280;16230;17153;17351;19509;18900;1500;1500;780;2600;0;900
360000;2;1;2;33;-2;-1;2;-1;0;0;0;883;887;26292;22279;550;883;4;26514;557;550;2500
270000;2;2;1;33;0;0;0;0;0;0;121065;96197;92217;94082;96367;97793;3500;3349;3400;3800;3300;2601
130000;2;2;1;37;0;0;0;0;0;0;3811;8692;10467;10067;12567;12567;5000;2000;0;2500;0;0
10000;1;2;2;26;1;4;3;2;0;0;9526;9240;8950;8660;8840;9472;0;0;0;468;929;0
170000;1;1;2;34;1;2;2;2;0;0;23535;22876;25674;24963;25640;26278;0;3503;0;1078;1215;1000
440000;2;2;1;28;-2;-2;-2;-2;-2;-2;8325;-4341;-15641;7059;-4220;-16370;0;752;34000;284;3650;52719
310000;1;1;2;32;0;0;0;0;0;-1;6023;23782;26024;26201;20896;6579;18000;3000;1500;500;6579;40200
20000;1;1;2;23;0;0;0;0;0;-2;18436;19219;6140;6140;0;0;1500;1000;0;0;0;0
400000;2;2;2;30;2;0;0;0;0;0;24054;25381;26085;26779;29283;29764;1624;1328;1022;3000;1000;1171
80000;2;1;2;25;0;0;0;0;0;0;45392;46723;41986;40060;38124;37140;5000;2000;2000;2000;3000;2000
200000;2;2;1;29;0;0;0;0;0;-2;204541;170572;80620;82300;0;0;7186;3900;3900;0;0;0
120000;1;2;2;35;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
90000;2;2;1;43;-2;-2;-2;-2;-2;-2;7489;5798;15112;0;0;0;5833;15114;0;0;0;0
130000;2;1;1;30;0;0;0;0;-1;-1;9255;10264;7060;4480;3000;0;1204;1000;3990;3000;0;200
280000;2;1;2;35;-1;2;2;-1;2;-1;199;199;-127;1012;536;982;0;0;1548;0;982;601
380000;1;1;2;27;-1;0;0;0;0;0;73903;66541;58665;43837;72069;61925;2924;2555;1515;37056;2413;1522
220000;1;2;1;39;5;4;3;2;0;0;187665;175338;163018;128157;131067;108683;0;11;0;4561;5007;170806
200000;1;2;1;34;-1;-1;-1;-1;-1;0;170;1512;-15;1067;2176;3378;1525;0;1082;2179;2013;165
240000;2;2;2;26;0;0;0;0;0;0;138859;136521;135459;117308;107928;103799;5308;4915;4100;4000;4002;4000
200000;2;2;2;32;0;0;0;0;0;0;165074;170905;186093;188139;141208;144242;10000;20000;6000;5300;5500;4600
80000;1;2;2;30;2;2;2;2;2;2;73113;74639;75408;76618;77459;75327;3300;2600;3000;3000;1580;5800
270000;1;2;1;49;-2;-2;-2;-2;-2;-2;-173;-173;-173;-173;-173;-173;0;0;0;0;0;0
200000;2;1;1;33;-2;-2;-1;0;0;-1;0;225;5628;5540;16378;4850;225;5628;23;16378;4850;2255
110000;1;3;1;50;0;0;0;0;0;0;109192;106322;67727;47313;47255;47255;4300;3000;2000;1700;1800;1664
80000;2;2;1;24;-1;0;0;-1;-1;-2;1462;2472;0;492;0;0;1502;0;492;0;0;0
30000;1;2;2;36;-1;-1;2;-1;-1;-1;3024;3462;390;240;2150;780;3462;0;240;2300;780;0
170000;2;1;2;30;1;-2;-1;-1;-2;-2;0;0;550;0;0;0;0;550;0;0;0;0
50000;2;3;1;36;0;0;0;0;0;0;46311;47579;47897;28263;8548;8906;2014;1332;698;310;500;330
460000;1;1;2;36;-1;-1;-1;0;0;0;11469;13749;32838;33203;3129;5945;13766;32871;21000;165;3551;28979
70000;2;3;2;25;0;0;0;0;2;0;68658;68618;61208;50111;49207;50524;4500;2783;25000;0;3000;6000
200000;2;3;2;51;0;0;0;0;0;0;196875;180428;131111;112995;107300;101918;7657;4814;3921;4000;4365;11000
70000;1;2;2;24;3;2;2;2;2;2;63000;64397;65253;63609;68397;69605;3000;2500;0;6000;2500;2700
190000;1;1;2;30;-1;-1;-1;-1;-1;-1;25953;1590;478;10035;24345;1150;1698;478;10035;24345;1191;14512
10000;2;1;2;24;2;0;0;2;2;2;6524;7559;9564;9264;9862;10050;1300;2300;0;900;500;0
210000;2;1;2;26;1;2;2;0;0;0;120098;121222;117783;120126;122643;125123;4500;0;4302;4455;4523;4516
170000;2;1;1;35;0;0;-1;-1;-1;-1;86239;75600;2800;21881;0;6780;1512;2800;21881;0;6780;530
360000;2;1;2;34;-1;-1;-1;-1;-1;-1;8871;6378;26648;6707;3450;0;6411;26987;6740;3467;0;239400
120000;2;2;2;33;0;0;0;0;0;0;120411;122717;118886;117170;117403;117388;6300;6100;4600;5000;4800;5000
280000;2;3;2;46;-2;-2;-2;-2;-2;-2;1401;5201;3615;1963;2086;1297;5201;3615;1963;2086;1297;1154
80000;2;2;2;25;-1;-1;-1;-1;-1;-1;3002;1921;13454;1807;3560;3337;1921;13454;1807;3560;3337;6240
100000;2;2;2;37;1;2;-1;-1;-2;-2;3492;3293;326;324;174;1367;10;650;324;0;1367;4166
50000;1;2;1;42;0;0;0;0;0;0;35255;21317;22252;22541;22863;20288;1690;1620;900;780;750;1670
120000;1;2;2;34;-1;-1;-1;-1;-1;-1;856;856;856;856;856;856;856;856;856;856;856;2664
240000;2;2;1;42;1;2;0;0;-1;-1;15100;14557;24893;14782;2381;2381;0;14782;0;2381;2381;0
20000;2;2;1;23;1;2;2;2;2;3;7979;8700;9907;9599;14422;18885;1000;1500;0;5000;5000;900
210000;1;2;1;46;-2;-2;-2;-2;-2;-2;0;1828;765;0;0;0;1828;765;0;0;0;0
80000;2;2;1;26;0;0;0;0;0;0;75405;75681;72263;50312;49878;50101;3000;2200;1730;1800;2500;3000
80000;2;1;2;32;0;0;0;0;2;2;60918;62445;63905;67943;68811;70526;2500;2500;5100;2100;3000;3000
100000;2;1;2;25;0;0;0;0;0;0;11801;12905;14378;14838;15447;16539;1600;2000;1000;1000;1500;0
220000;1;3;1;58;0;0;0;-2;-2;-1;22599;23875;0;0;0;52884;1875;0;0;0;52884;105660
50000;1;2;1;32;0;0;0;0;0;0;50669;48942;27836;40346;38668;20016;1613;1484;3675;698;1000;706
20000;2;2;1;39;1;2;0;0;0;0;19565;18968;19612;16213;16812;18382;0;1300;717;1000;2000;1000
250000;2;1;2;28;2;2;2;0;0;0;21404;48774;28705;32017;19052;9847;28705;0;4000;3000;1500;1000
200000;1;2;2;36;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
200000;2;2;1;42;-1;-1;-1;-1;-1;-1;1261;0;2521;6934;2255;3021;0;2521;6935;2255;3021;0
60000;1;1;1;38;2;2;2;0;0;0;59310;60482;58748;49375;38433;38378;2700;0;2100;1600;1600;1600
60000;1;2;2;22;0;0;0;0;0;0;59575;51991;35435;19262;19285;19565;2051;1653;680;700;700;693
30000;2;2;2;26;2;2;2;0;0;2;23064;25479;24705;25202;26608;25926;3100;0;791;1699;0;1000
240000;2;2;2;34;-1;-1;-1;-1;-1;-1;3403;2858;3619;3262;3228;3127;3502;4099;3500;3228;3127;2221
280000;2;2;2;24;-1;-1;-1;-1;-1;-2;1481;11884;-27;5443;-13;-13;11943;0;5470;0;0;0
200000;2;1;2;29;0;0;0;-2;-1;0;53493;3123;3221;3287;63687;65034;1060;1000;66;65437;2422;2418
50000;1;1;2;26;0;0;0;0;0;2;44838;45894;47121;45625;49367;46001;1769;1996;1800;4603;0;1486
50000;2;2;1;39;0;0;0;0;0;0;42822;43872;25400;24202;25904;27567;2000;2000;1000;2000;2000;2000
90000;1;2;2;31;0;0;0;0;0;0;34704;36426;35387;36838;35867;36841;3000;1549;2000;2000;2000;1000
70000;1;3;1;47;0;0;2;2;0;0;62080;67523;68334;67132;66796;67743;6874;2030;0;1866;1878;1909
180000;2;3;1;43;-1;-1;-1;-1;-1;-1;1473;22969;27315;13315;8194;12800;22969;27392;13315;9000;12800;9460
30000;2;2;2;26;0;0;2;2;-1;2;8009;10181;10064;150;1150;1000;2316;199;0;1150;0;0
90000;2;2;1;33;0;0;0;2;2;2;76395;79168;84904;87914;90043;91534;4000;8000;5348;3700;3128;0
260000;1;1;1;40;-1;-1;-1;-1;-1;-1;524;248;552;0;80;121;248;552;0;80;121;219
30000;2;2;1;51;0;0;0;0;0;0;16883;17909;18920;19297;19699;20091;1303;1314;691;713;718;742
470000;1;1;1;38;0;0;0;0;0;0;156454;152017;153651;155381;155287;160843;5526;5484;5504;5655;9471;5269
140000;2;2;2;34;0;0;2;2;2;0;27098;29832;29354;30609;29981;30581;3485;300;2038;0;1100;2570
60000;2;2;1;36;0;0;0;0;-1;0;57262;27275;22095;14293;12217;16170;5816;1000;5000;12217;8000;1100
450000;2;1;1;46;-1;-1;-1;-1;-1;-1;28205;3760;4148;2312;6909;4189;3793;4148;2312;6909;4189;1539
500000;2;2;2;36;-2;-2;-2;-2;-2;-2;11168;9287;9963;17145;7645;16079;9287;9963;17223;7645;16079;11288
30000;1;1;2;24;-1;-1;-1;-1;-1;-1;8217;3000;0;504;279;254;5000;0;504;300;500;1000
120000;2;1;1;39;0;0;0;0;0;-1;51662;30285;24879;29479;27553;14587;10000;6000;5000;7553;14587;1706
150000;2;1;2;38;-1;-1;-2;-2;-2;-2;675;0;0;0;0;0;0;0;0;0;0;0
30000;1;2;1;39;1;2;2;0;0;2;22595;24928;24230;26811;28702;28092;3000;0;3000;2327;0;1200
40000;2;2;2;24;0;0;0;0;0;0;38221;34975;19606;21272;22923;24539;3107;3000;2000;2000;2000;0
200000;2;1;2;29;-2;-2;-2;-2;-2;-1;390;390;192;-198;-588;691;390;192;140;0;1727;287
80000;2;3;1;46;2;0;0;0;-1;-1;58934;52253;34721;5544;9318;7298;2254;2086;19;9346;7319;1352
110000;1;1;2;33;0;0;0;0;0;0;111249;111480;64237;57066;112716;57044;4000;2800;2200;2200;3000;2000
180000;2;3;1;56;-1;-1;-1;-1;-1;-1;440;440;440;440;440;440;440;440;440;440;440;440
220000;2;1;2;36;-1;-1;-1;-1;-1;-2;4952;1734;819;3750;657;0;1734;827;3750;0;0;0
500000;2;2;1;34;0;0;0;0;0;0;60278;56247;46940;45607;41412;31200;1745;1635;2000;3450;3000;2000
30000;2;3;1;35;0;0;0;0;0;0;23697;20523;20762;22535;22622;11400;3000;3102;3008;3136;1103;0
20000;1;2;1;47;-1;2;-1;0;-1;-1;8424;4310;16990;3820;4350;3180;0;16990;0;4350;3180;780
80000;1;4;2;30;0;0;0;-2;-2;-2;59292;13943;0;0;0;0;5009;0;0;0;0;0
120000;2;1;2;34;0;0;0;0;0;0;67253;31954;16991;18730;21076;24134;1954;1991;3730;9076;4134;497
140000;1;1;2;35;-2;-2;-2;-2;-2;-2;2000;0;0;0;0;0;0;0;0;0;0;0
20000;2;2;1;47;3;2;2;2;2;2;17772;18487;17892;19294;19840;19376;1300;0;1700;1000;0;850
80000;2;2;1;47;0;-1;-1;-2;-2;-2;7345;4596;0;0;0;0;4596;0;0;0;0;0
90000;2;2;1;49;-2;-2;-2;-2;-2;-2;316;714;1443;13982;4105;1594;714;1443;13982;4105;1765;2000
